,close,strike_price,price,rf,S/K,day_diff,date,exdate,impl_volatility,vega
9374,827.5,1005.0,0.4,0.1,1.2145015105740182,30.0,2009-01-22,2009-02-21,0.321784,9.003523
9375,827.5,1010.0,0.275,0.1,1.2205438066465257,30.0,2009-01-22,2009-02-21,0.312774,6.875700999999999
9376,827.5,1015.0,1.05,0.1,1.2265861027190332,30.0,2009-01-22,2009-02-21,0.38817199999999996,16.19977
9377,827.5,1020.0,1.1,0.1,1.2326283987915407,30.0,2009-01-22,2009-02-21,0.398812,16.44292
9378,827.5,1025.0,0.22499999999999998,0.1,1.2386706948640482,30.0,2009-01-22,2009-02-21,0.32427399999999995,5.708746
9379,827.5,1030.0,1.075,0.1,1.244712990936556,30.0,2009-01-22,2009-02-21,0.412245,15.79897
9380,827.5,1035.0,1.025,0.1,1.2507552870090635,30.0,2009-01-22,2009-02-21,0.41638500000000006,15.1509
9381,827.5,1040.0,1.05,0.1,1.256797583081571,30.0,2009-01-22,2009-02-21,0.425334,15.191729999999998
9382,827.5,1045.0,0.55,0.1,1.2628398791540785,30.0,2009-01-22,2009-02-21,0.392315,9.920373
9383,827.5,1050.0,0.15000000000000002,0.1,1.2688821752265862,30.0,2009-01-22,2009-02-21,0.339273,3.9823129999999995
9384,827.5,1055.0,0.6,0.1,1.2749244712990937,30.0,2009-01-22,2009-02-21,0.41070200000000007,10.24995
9385,827.5,1060.0,1.0,0.1,1.2809667673716012,30.0,2009-01-22,2009-02-21,0.450517,14.071679999999999
9386,827.5,1065.0,1.025,0.1,1.2870090634441087,30.0,2009-01-22,2009-02-21,0.459296,14.13641
9387,827.5,1070.0,1.0,0.1,1.2930513595166162,30.0,2009-01-22,2009-02-21,0.464458,13.770729999999999
9388,827.5,1075.0,0.075,0.1,1.299093655589124,30.0,2009-01-22,2009-02-21,0.342866,2.237828
9393,827.5,1000.0,0.4,0.1,1.2084592145015105,30.0,2009-01-22,2009-02-21,0.314817,9.151994
9421,827.5,1025.0,26.2,0.1,1.2386706948640482,240.0,2009-01-22,2009-09-19,0.324569,203.03599999999997
9422,827.5,1050.0,21.35,0.1,1.2688821752265862,240.0,2009-01-22,2009-09-19,0.31892800000000004,186.3677
9423,827.5,1075.0,16.700000000000003,0.1,1.299093655589124,240.0,2009-01-22,2009-09-19,0.310394,166.9487
9424,827.5,1000.0,32.55,0.1,1.2084592145015105,240.0,2009-01-22,2009-09-19,0.33369499999999996,219.5057
9495,827.5,805.0,50.35,0.1,0.972809667673716,30.0,2009-01-22,2009-02-21,0.430725,87.80234
9496,827.5,810.0,46.95,0.1,0.9788519637462235,30.0,2009-01-22,2009-02-21,0.423575,88.9237
9497,827.5,815.0,43.9,0.1,0.9848942598187311,30.0,2009-01-22,2009-02-21,0.41932600000000003,89.86219
9498,827.5,820.0,40.95,0.1,0.9909365558912386,30.0,2009-01-22,2009-02-21,0.41509799999999997,90.57486999999999
9499,827.5,825.0,38.15,0.1,0.9969788519637462,30.0,2009-01-22,2009-02-21,0.411412,91.04561
9500,827.5,830.0,35.25,0.1,1.0030211480362539,30.0,2009-01-22,2009-02-21,0.405497,91.26131
9501,827.5,835.0,32.65,0.1,1.0090634441087614,30.0,2009-01-22,2009-02-21,0.401715,91.2054
9502,827.5,840.0,30.0,0.1,1.0151057401812689,30.0,2009-01-22,2009-02-21,0.396198,90.86169
9503,827.5,845.0,27.450000000000003,0.1,1.0211480362537764,30.0,2009-01-22,2009-02-21,0.390558,90.21271
9504,827.5,850.0,25.0,0.1,1.027190332326284,30.0,2009-01-22,2009-02-21,0.384758,89.24169
9505,827.5,855.0,22.9,0.1,1.0332326283987916,30.0,2009-01-22,2009-02-21,0.381604,87.99908
9506,827.5,860.0,20.9,0.1,1.039274924471299,30.0,2009-01-22,2009-02-21,0.378319,86.45879000000001
9507,827.5,865.0,18.75,0.1,1.0453172205438066,30.0,2009-01-22,2009-02-21,0.37194299999999997,84.49301
9508,827.5,870.0,16.8,0.1,1.051359516616314,30.0,2009-01-22,2009-02-21,0.36648600000000003,82.22039000000001
9509,827.5,875.0,15.100000000000001,0.1,1.0574018126888218,30.0,2009-01-22,2009-02-21,0.362642,79.72944
9510,827.5,880.0,13.45,0.1,1.0634441087613293,30.0,2009-01-22,2009-02-21,0.357982,76.89263000000001
9511,827.5,885.0,12.0,0.1,1.0694864048338368,30.0,2009-01-22,2009-02-21,0.354457,73.88795
9512,827.5,890.0,10.5,0.1,1.0755287009063443,30.0,2009-01-22,2009-02-21,0.3487,70.39389
9513,827.5,895.0,9.3,0.1,1.081570996978852,30.0,2009-01-22,2009-02-21,0.345622,66.98828
